name,type,start_date,athlete_count,average_cadence,average_heartrate,average_speed,distance,elapsed_time,has_heartrate,max_heartrate,max_speed,moving_time,sport_type,total_elevation_gain,kudos_count,achievement_count,pr_count
Stair stepped,Run,2024-02-27T02:46:01Z,1,60.0,171.3,0.063,114.5,1812,True,184.0,0.913,1812,Run,0,4,0,0
Course à pied le soir,Run,2024-02-27T02:24:57Z,1,,,3.036,5465.7,1800,False,,0,1800,Run,0,10,0,0
Evening Ride,Ride,2024-02-26T04:17:12Z,1,,143.1,0.0,0.0,7203,True,167.0,0.0,7203,Ride,0,4,0,0
Skiing,Run,2024-02-24T20:07:56Z,3,59.1,103.1,3.512,12876.3,16215,True,161.0,11.14,3666,Run,839.8,7,1,0
Morning Run,Run,2024-02-23T18:13:05Z,2,84.6,155.4,3.16,6468.6,2176,True,171.0,8.563,2047,Run,12.0,2,0,0
Afternoon Run,Run,2024-02-23T00:41:49Z,2,84.2,165.7,3.147,11374.7,4250,True,181.0,4.14,3615,Run,16.7,1,0,0
Afternoon Run,Run,2024-02-22T00:08:52Z,1,83.8,163.6,3.154,11820.3,4307,True,184.0,5.636,3748,Run,20.9,0,0,0
Evening Run,Run,2024-02-21T03:04:37Z,2,83.5,177.5,2.754,900.7,327,True,183.0,3.183,327,Run,0.0,0,0,0
Evening Run,Run,2024-02-21T02:04:01Z,9,86.0,164.4,3.775,8115.7,3361,True,192.0,5.603,2150,Run,0.0,0,1,0
Evening Ride,Ride,2024-02-20T03:16:47Z,1,,145.6,0.0,0.0,3679,True,169.0,0.0,3679,Ride,0,0,0,0
Afternoon Run,Run,2024-02-18T21:28:30Z,2,85.0,156.0,3.207,19344.6,7483,True,184.0,4.906,6032,Run,57.4,0,1,0
Afternoon Run,Run,2024-02-17T00:19:47Z,2,84.2,149.5,3.156,8358.1,3654,True,180.0,4.464,2648,Run,6.4,0,2,1
Afternoon Run,Run,2024-02-16T00:31:51Z,1,83.9,161.6,3.192,13120.3,6242,True,177.0,4.64,4111,Run,0.0,0,0,0
Evening Run,Run,2024-02-15T02:39:49Z,1,84.7,174.5,3.295,6530.3,1998,True,193.0,7.9,1982,Run,12.6,0,0,0
Evening Run,Run,2024-02-14T03:03:59Z,5,79.7,150.0,1.763,1764.6,1412,True,182.0,3.387,1001,Run,0.0,0,0,0
Evening Run,Run,2024-02-14T02:03:22Z,1,86.8,139.9,3.635,8044.5,3535,True,172.0,5.888,2213,Run,0.0,0,0,0
Afternoon Run,Run,2024-02-12T23:57:47Z,2,84.0,163.0,3.202,6471.4,2196,True,181.0,4.609,2021,Run,12.7,0,0,0
Evening Run,Run,2024-02-12T02:37:57Z,2,84.0,163.2,3.051,16135.5,5290,True,184.0,6.17,5288,Run,28.0,12,0,0
Evening Run,Run,2024-02-09T03:08:38Z,2,84.6,159.9,3.041,13031.0,4439,True,189.0,5.847,4285,Run,17.9,7,0,0
Course à pied dans l'après-midi,Run,2024-02-08T00:33:33Z,1,,,3.353,10460.8,3120,False,,0,3120,Run,0,5,0,0
Course à pied le soir,Run,2024-02-07T03:07:18Z,1,,,3.576,7242.1,2025,False,,0,2025,Run,0,6,0,0
Afternoon Ride,Ride,2024-02-06T01:15:19Z,1,,154.3,0.0,0.0,1695,True,173.0,0.0,1695,Ride,0,4,0,0
14 miles on the tread😞,Run,2024-02-04T23:48:51Z,1,,,2.98,22530.9,7560,False,,0,7560,Run,0,14,0,0
Course à pied dans l'après-midi,Run,2024-02-01T22:41:46Z,1,,,3.156,13253.4,4200,False,,0,4200,Run,0,4,0,0
Stair-stepper,Run,2024-02-01T00:10:33Z,1,63.0,154.4,0.093,362.5,3919,True,184.0,1.407,3919,Run,0,5,0,0
Afternoon Run,Run,2024-01-31T00:46:16Z,1,80.6,170.2,2.885,9689.3,3562,True,185.0,4.355,3359,Run,9.1,9,0,0
Afternoon Run,Run,2024-01-30T00:18:58Z,1,81.8,158.8,3.058,12888.0,4826,True,182.0,6.697,4215,Run,17.4,10,0,0
Afternoon Run,Run,2024-01-28T00:40:43Z,5,80.6,156.0,2.472,3297.7,13829,True,175.0,3.792,1334,Run,24.6,7,0,0
Lunch Run,Run,2024-01-27T20:40:53Z,1,65.4,132.3,0.918,4143.3,4769,True,176.0,3.362,4515,Run,75.8,5,0,0
Morning Run,Run,2024-01-27T18:54:28Z,4,57.7,105.3,0.649,1458.0,3394,True,138.0,1.754,2247,Run,43.7,2,0,0
Morning Run,Run,2024-01-27T17:44:15Z,5,81.8,164.0,3.189,6164.5,2592,True,182.0,4.407,1933,Run,66.8,6,0,0
Afternoon Run,Run,2024-01-26T23:18:26Z,2,81.5,150.7,2.88,3341.1,1356,True,165.0,5.608,1160,Run,5.5,0,0,0
Afternoon Run,Run,2024-01-25T01:27:48Z,1,84.8,162.8,3.177,9853.8,3221,True,182.0,4.46,3102,Run,6.0,0,0,0
Afternoon Run,Run,2024-01-24T01:00:43Z,1,84.9,174.2,3.327,6649.7,2411,True,200.0,5.472,1999,Run,5.4,0,0,0
Afternoon Run,Run,2024-01-23T00:04:54Z,2,84.1,169.1,2.945,6452.7,2600,True,188.0,3.734,2191,Run,11.7,0,0,0
Lunch Run,Run,2024-01-20T20:02:53Z,1,81.9,156.5,2.97,7374.2,2487,True,180.0,3.511,2483,Run,0,0,0,0
Afternoon Run,Run,2024-01-19T00:32:10Z,2,83.8,163.1,3.023,6757.3,2749,True,193.0,4.573,2235,Run,10.1,0,0,0
Evening Swim,Swim,2024-01-18T03:33:30Z,1,29.3,,0.545,1440.2,2651,False,,0.732,2643,Swim,0,0,0,0
Evening Run,Run,2024-01-17T02:05:57Z,11,86.2,165.4,3.495,6437.5,4665,True,184.0,7.21,1842,Run,0.0,0,0,0
Afternoon Run,Run,2024-01-17T01:36:13Z,1,84.0,158.8,3.2,3238.1,1091,True,171.0,6.242,1012,Run,2.5,0,0,0
Afternoon Run,Run,2024-01-14T21:21:01Z,4,82.8,167.8,3.07,12904.4,5490,True,193.0,5.426,4204,Run,57.0,0,0,0
Morning Run,Run,2024-01-12T17:23:20Z,2,82.6,153.9,2.936,6474.6,2258,True,177.0,5.618,2205,Run,4.6,0,0,0
Afternoon Run,Run,2024-01-10T22:14:12Z,3,83.4,167.8,3.032,6464.9,2274,True,187.0,4.306,2132,Run,6.4,0,2,0
Afternoon Run,Run,2024-01-09T23:57:27Z,1,83.6,175.8,2.997,9712.1,3615,True,195.0,4.177,3241,Run,30.3,0,0,0
Afternoon Run,Run,2024-01-08T23:25:30Z,2,83.1,155.3,2.927,3234.0,1171,True,176.0,3.63,1105,Run,4.1,0,0,0
Afternoon Run,Run,2024-01-07T23:16:44Z,3,82.9,161.6,3.095,9710.0,3347,True,182.0,5.549,3137,Run,17.4,0,0,0
Course à pied dans l'après-midi,Run,2024-01-04T21:56:21Z,1,,,3.119,6462.6,2212,False,,4.428,2072,Run,6.0,9,1,1
Afternoon Run,Run,2024-01-03T20:10:22Z,1,83.6,160.6,3.128,3234.7,1034,True,186.0,3.882,1034,Run,0.0,0,0,0
Afternoon Run,Run,2024-01-02T21:41:03Z,2,83.8,161.4,3.008,3230.1,1074,True,183.0,5.135,1074,Run,0.0,0,0,0
Afternoon Run,Run,2023-12-21T21:47:06Z,2,83.7,138.2,3.2,3229.0,1009,True,168.0,3.743,1009,Run,0.0,0,0,0
Evening Ride,Ride,2023-12-19T00:31:21Z,1,,149.1,0.0,0.0,2231,True,169.0,0.0,2231,Ride,0,0,0,0
Afternoon Ride,Ride,2023-12-16T23:05:07Z,1,,149.3,0.0,0.0,3103,True,182.0,0.0,3103,Ride,0,0,0,0
Afternoon Ride,Ride,2023-12-15T21:38:33Z,1,,164.4,0.0,0.0,1806,True,184.0,0.0,1806,Ride,0,0,0,0
Afternoon Ride,Ride,2023-12-14T01:48:06Z,1,,151.6,0.0,0.0,2700,True,172.0,0.0,2700,Ride,0,2,0,0
Evening Ride,Ride,2023-12-13T03:28:47Z,1,,150.4,0.0,0.0,1912,True,189.0,0.0,1912,Ride,0,1,0,0
Evening Ride,Ride,2023-12-12T02:20:38Z,1,,151.0,0.0,0.0,2704,True,183.0,0.0,2704,Ride,0,0,0,0
Evening Ride,Ride,2023-12-11T02:42:54Z,1,,165.4,0.0,0.0,2805,True,191.0,0.0,2805,Ride,0,1,0,0
Evening Ride,Ride,2023-12-10T02:43:19Z,1,,142.3,0.0,0.0,646,True,158.0,0.0,646,Ride,0,0,0,0
Afternoon Run,Run,2023-12-06T01:19:56Z,1,85.3,139.6,3.435,5547.3,1643,True,161.0,5.707,1615,Run,6.0,0,1,1
Afternoon Run,Run,2023-12-04T23:38:03Z,1,83.5,152.2,3.327,9807.3,3224,True,180.0,4.493,2948,Run,33.2,1,0,0
Afternoon Run,Run,2023-12-04T01:44:25Z,1,83.7,160.5,3.089,6473.9,2103,True,176.0,7.05,2096,Run,6.8,1,0,0
Afternoon Run,Run,2023-12-02T23:32:03Z,2,83.2,136.4,2.953,6920.9,2775,True,150.0,3.95,2344,Run,24.4,1,1,0
Beer mile,Run,2023-12-02T02:43:17Z,6,84.7,134.5,3.717,2297.2,1893,True,166.0,6.202,618,Run,0.0,6,0,0
Afternoon Run,Run,2023-11-30T23:59:51Z,1,84.3,161.7,3.279,6476.9,2047,True,182.0,4.307,1975,Run,9.5,5,2,0
Course à pied le soir,Run,2023-11-30T02:00:29Z,1,,,3.352,3264.5,1036,False,,4.77,974,Run,0.0,6,0,0
Afternoon Run,Run,2023-11-28T23:38:49Z,1,83.5,159.8,3.096,5210.8,1833,True,180.0,6.034,1683,Run,6.7,2,0,0
Evening Run,Run,2023-11-28T02:08:34Z,2,83.3,141.4,2.882,4841.1,1707,True,168.0,5.976,1680,Run,9.0,0,0,0
Morning Run,Run,2023-11-23T14:41:01Z,24,85.7,151.9,2.705,7987.0,2953,True,171.0,4.545,2953,Run,7.0,0,4,0
First Marathon,Run,2023-11-18T14:16:16Z,26,86.6,153.9,3.657,42329.6,11579,True,180.0,7.903,11576,Run,134.7,39,6,1
Lunch Run,Run,2023-11-17T19:33:33Z,1,85.0,135.4,2.737,1628.4,601,True,148.0,3.382,595,Run,0.0,4,0,0
Afternoon Run,Run,2023-11-17T01:20:15Z,1,83.6,150.2,3.123,1667.5,539,True,166.0,5.6,534,Run,0.0,4,0,0
Afternoon Run,Run,2023-11-16T01:41:17Z,1,81.9,140.5,3.343,5379.3,1847,True,155.0,4.494,1609,Run,13.7,9,0,0
Evening Run,Run,2023-11-15T02:03:37Z,1,86.6,160.8,3.365,6447.7,3291,True,175.0,5.674,1916,Run,0.0,8,0,0
Afternoon Run,Run,2023-11-14T00:15:49Z,2,84.1,149.5,2.976,3241.2,1095,True,166.0,4.144,1089,Run,5.9,11,0,0
Afternoon Run,Run,2023-11-12T23:03:57Z,1,85.8,154.4,3.37,9677.8,3278,True,184.0,4.62,2872,Run,0.0,10,0,0
Afternoon Run,Run,2023-11-09T01:53:42Z,1,85.6,141.1,2.835,3243.4,1147,True,150.0,3.435,1144,Run,6.1,10,0,0
Afternoon Run,Run,2023-11-08T00:48:57Z,1,85.1,151.4,3.087,12911.2,5018,True,173.0,4.091,4183,Run,11.8,16,0,0
Afternoon Run,Run,2023-11-07T01:43:55Z,1,84.9,145.9,2.926,3227.4,1103,True,162.0,3.185,1103,Run,0,7,0,0
Evening Run,Run,2023-11-06T02:09:31Z,1,84.8,161.4,3.323,22550.2,7794,True,186.0,8.32,6787,Run,39.7,26,13,0
Evening Run,Run,2023-11-03T01:07:41Z,1,83.8,160.9,2.935,13034.5,6183,True,184.0,6.01,4441,Run,13.5,14,0,0
Evening Run,Run,2023-11-02T01:09:48Z,2,85.0,156.7,3.104,9871.3,3244,True,174.0,3.817,3180,Run,12.6,13,0,0
Afternoon Run,Run,2023-11-01T00:48:01Z,1,85.1,152.2,3.241,3286.9,1014,True,173.0,3.555,1014,Run,0,6,0,0
Evening Run,Run,2023-10-31T01:03:50Z,1,84.6,146.9,3.042,6454.4,2145,True,170.0,5.376,2122,Run,6.4,6,0,0
Cooldown,Run,2023-10-30T02:59:05Z,1,84.4,156.5,2.908,1788.3,634,True,170.0,3.597,615,Run,3.3,6,0,0
Afternoon Run,Run,2023-10-30T00:25:38Z,1,84.6,153.0,3.264,25808.8,9094,True,179.0,4.766,7906,Run,40.8,24,4,0
Afternoon Run,Run,2023-10-29T00:48:52Z,1,85.3,149.9,3.203,6595.9,2483,True,177.0,6.572,2059,Run,0.0,7,0,0
Afternoon Run,Run,2023-10-27T00:23:54Z,1,84.2,152.5,3.044,9702.7,3290,True,176.0,5.869,3187,Run,13.0,5,0,0
Evening Run,Run,2023-10-26T01:19:50Z,1,84.8,159.9,3.02,13341.4,4982,True,179.0,4.13,4417,Run,12.7,12,2,1
Evening Run,Run,2023-10-25T02:02:03Z,1,86.6,167.3,3.091,1761.7,570,True,184.0,4.413,570,Run,0.0,4,0,0
Tri track,Run,2023-10-25T01:24:09Z,3,88.3,141.6,4.011,6072.8,2094,True,166.0,5.502,1514,Run,0.0,6,0,0
Evening Run,Run,2023-10-25T01:04:49Z,3,86.1,129.1,3.175,1619.5,510,True,147.0,3.569,510,Run,0.0,4,0,0
Ironman spectating with Matt,Run,2023-10-22T17:25:33Z,2,83.9,150.2,2.919,26597.9,12378,True,177.0,4.875,9112,Run,51.4,20,0,0
Evening Run,Run,2023-10-19T01:45:58Z,1,84.2,159.5,3.047,13155.2,4442,True,176.0,4.756,4317,Run,17.2,17,0,0
Evening Run,Run,2023-10-18T02:00:08Z,4,85.7,171.1,2.898,1788.3,621,True,189.0,6.053,617,Run,0.0,5,0,0
Evening Run,Run,2023-10-18T01:20:44Z,3,89.1,163.3,4.187,5673.0,2040,True,198.0,6.217,1355,Run,0.0,8,1,0
Evening Run,Run,2023-10-18T01:00:56Z,5,85.3,150.0,2.914,1614.6,554,True,174.0,4.09,554,Run,0.0,5,0,0
Afternoon Run,Run,2023-10-17T00:02:58Z,1,84.3,146.6,2.99,6449.1,2344,True,163.0,3.585,2157,Run,11.5,7,0,0
Cool down,Run,2023-10-16T02:35:25Z,1,85.4,166.7,2.668,1616.7,606,True,174.0,3.745,606,Run,2.1,7,0,0
Afternoon Run,Run,2023-10-15T23:21:06Z,1,84.6,156.0,3.128,30598.8,11456,True,188.0,6.855,9781,Run,72.3,27,12,0
Laundry run,Run,2023-10-14T00:55:46Z,1,84.4,153.1,3.152,13098.5,5883,True,172.0,6.48,4156,Run,19.9,17,1,0
Evening Run,Run,2023-10-13T01:25:56Z,2,84.1,139.0,3.053,3230.4,1090,True,159.0,4.042,1058,Run,5.9,13,0,0
Evening Run,Run,2023-10-12T01:57:47Z,2,84.3,159.2,2.955,9667.9,3515,True,180.0,5.184,3272,Run,16.0,14,0,0
Evening Run,Run,2023-10-11T01:31:35Z,1,84.9,153.7,2.785,818.9,294,True,176.0,3.282,294,Run,0.0,4,0,0
Afternoon Run,Run,2023-10-11T00:30:27Z,1,86.5,164.0,3.565,8759.6,3096,True,184.0,4.615,2457,Run,18.3,12,1,0
Evening Run,Run,2023-10-09T01:00:51Z,4,83.8,149.6,2.908,28990.3,12724,True,193.0,12.974,9969,Run,188.7,24,5,1
Afternoon Run,Run,2023-10-09T00:17:06Z,1,85.6,127.7,2.807,496.9,305,True,146.0,3.452,177,Run,0.0,6,0,0
Evening Run,Run,2023-10-06T01:06:18Z,2,84.2,154.3,3.143,6520.8,2306,True,171.0,4.073,2075,Run,6.7,12,1,0
Afternoon Run,Run,2023-10-04T23:20:53Z,2,85.0,159.1,3.085,10176.2,4186,True,182.0,4.646,3299,Run,30.9,13,0,0
Evening Run,Run,2023-10-04T02:08:17Z,4,86.4,162.2,3.116,4035.5,1295,True,173.0,3.618,1295,Run,0.0,4,0,0
Tri Track,Run,2023-10-04T01:26:32Z,9,89.1,161.5,3.922,7482.8,2235,True,180.0,6.192,1908,Run,0.0,13,3,2
Evening Run,Run,2023-10-04T01:02:43Z,4,86.7,158.0,3.235,1624.0,506,True,175.0,3.594,502,Run,0.0,4,0,0
Afternoon Run,Run,2023-10-03T00:13:01Z,4,85.1,161.0,3.267,9922.0,3204,True,183.0,4.966,3037,Run,17.1,15,1,0
Afternoon Run,Run,2023-10-02T00:11:59Z,1,84.1,142.2,2.998,6670.7,2545,True,155.0,4.421,2225,Run,12.2,9,0,0
Afternoon Run,Run,2023-09-30T21:19:43Z,2,83.9,149.7,2.983,24346.4,11097,True,180.0,5.848,8162,Run,135.7,19,3,0
Morning Run,Run,2023-09-29T15:12:14Z,2,83.1,142.5,2.935,10185.8,3845,True,173.0,4.67,3471,Run,15.9,9,0,0
Afternoon Run,Run,2023-09-28T00:17:46Z,3,84.5,159.2,3.154,13075.2,4727,True,175.0,4.983,4146,Run,15.0,17,1,0
Evening Run,Run,2023-09-27T01:19:50Z,2,84.7,161.7,3.358,9688.3,3243,True,181.0,4.564,2885,Run,45.2,18,4,2
Afternoon Run,Run,2023-09-26T00:11:10Z,4,85.8,149.1,3.429,9670.9,3623,True,176.0,6.068,2820,Run,23.0,7,1,0
FIRST CENTURY!,Ride,2023-09-23T14:26:03Z,6,,137.2,6.625,161679.0,35419,True,167.0,11.728,24405,Ride,263.9,30,204,102
Afternoon Run,Run,2023-09-23T00:14:06Z,1,84.7,156.0,3.094,9851.6,3513,True,175.0,4.286,3184,Run,12.6,10,1,0
Evening Run,Run,2023-09-22T01:41:00Z,1,86.5,163.3,3.102,9946.2,3824,True,188.0,5.73,3206,Run,0.0,5,0,0
Afternoon Run,Run,2023-09-21T00:13:27Z,3,84.9,153.9,3.115,7781.4,2618,True,174.0,4.286,2498,Run,12.7,4,0,0
Evening Run,Run,2023-09-20T02:04:34Z,3,88.0,149.0,3.577,2189.1,790,True,161.0,5.628,612,Run,0.0,0,1,0
Evening Run,Run,2023-09-20T01:27:08Z,11,88.5,146.2,3.992,5725.0,1944,True,172.0,6.224,1434,Run,0.0,18,2,1
Evening Run,Run,2023-09-20T01:01:07Z,5,85.7,147.0,3.145,1622.6,516,True,157.0,4.042,516,Run,0.0,4,0,0
Afternoon Run,Run,2023-09-19T00:14:46Z,4,84.6,162.8,3.207,9676.0,3400,True,181.0,5.574,3017,Run,15.0,13,0,0
Evening Run,Run,2023-09-18T02:48:24Z,2,83.7,163.7,3.046,9831.9,3386,True,187.0,6.675,3228,Run,14.9,12,0,0
Morning Run,Run,2023-09-16T16:03:06Z,2,84.3,152.5,2.874,3646.9,1415,True,184.0,3.568,1269,Run,18.7,7,0,0
Morning Run,Run,2023-09-16T15:24:23Z,44,86.8,162.0,4.021,5046.0,1255,True,194.0,5.946,1255,Run,43.1,11,2,0
Morning Run,Run,2023-09-16T14:42:16Z,1,83.8,142.6,2.975,1859.2,631,True,152.0,4.041,625,Run,15.6,2,0,0
Afternoon Run,Run,2023-09-16T00:13:44Z,4,84.1,155.3,3.115,3273.5,1125,True,172.0,5.736,1051,Run,6.0,3,0,0
Evening Run,Run,2023-09-15T01:56:58Z,1,85.1,164.1,3.121,9862.6,3820,True,187.0,6.048,3160,Run,0.0,8,0,0
Evening Run,Run,2023-09-14T02:28:24Z,1,83.7,151.4,2.995,9679.0,3356,True,191.0,5.932,3232,Run,9.3,11,0,0
Evening Run,Run,2023-09-13T02:18:00Z,4,85.9,171.8,3.064,3934.0,1517,True,204.0,3.787,1284,Run,0.0,6,0,0
Evening Run,Run,2023-09-13T01:30:34Z,1,88.5,176.9,4.228,6121.7,2093,True,207.0,6.18,1448,Run,0.0,8,0,0
Evening Run,Run,2023-09-13T01:00:29Z,1,85.6,152.3,3.332,1636.1,496,True,158.0,3.702,491,Run,0.0,3,0,0
Afternoon Run,Run,2023-09-12T00:13:20Z,4,84.8,168.1,3.389,9693.9,3166,True,188.0,5.012,2860,Run,12.6,12,1,0
Afternoon Run,Run,2023-09-09T21:25:37Z,3,82.8,159.9,2.851,15708.4,6584,True,193.0,4.713,5510,Run,163.5,14,0,0
Afternoon Run,Run,2023-09-09T00:17:06Z,4,83.6,166.4,3.057,6509.0,2198,True,183.0,3.836,2129,Run,7.6,7,1,0
Evening Run,Run,2023-09-08T02:09:59Z,3,85.4,147.5,3.162,10527.5,6458,True,180.0,6.072,3329,Run,21.3,13,0,0
Afternoon Run,Run,2023-09-07T00:13:57Z,4,83.8,160.2,3.038,12888.8,4436,True,182.0,4.005,4242,Run,30.0,5,3,0
Evening Run,Run,2023-09-06T02:18:49Z,3,85.5,168.0,3.0,3404.7,1135,True,181.0,3.391,1135,Run,0.0,7,0,0
Evening Run,Run,2023-09-06T02:03:44Z,2,84.4,173.4,3.015,1758.0,583,True,180.0,3.91,583,Run,0.0,7,0,0
Evening Run,Run,2023-09-06T01:25:38Z,10,90.2,157.9,4.444,4839.9,2099,True,184.0,6.496,1089,Run,0.0,9,1,1
Evening Run,Run,2023-09-06T01:03:13Z,7,85.8,145.8,3.29,1658.1,504,True,170.0,3.674,504,Run,0.0,5,0,0
Evening Run,Run,2023-09-05T01:36:53Z,2,83.4,135.3,2.942,3351.1,1187,True,164.0,5.743,1139,Run,7.3,6,0,0
Evening Run,Run,2023-09-04T02:38:29Z,3,83.2,148.8,3.095,6571.7,2555,True,178.0,4.858,2123,Run,11.9,9,0,0
Course à pied du midi,Run,2023-09-02T17:18:08Z,6,,,2.695,7484.4,3543,False,,9.378,2777,Run,393.4,12,9,9
Afternoon Run,Run,2023-09-02T00:13:51Z,7,84.6,161.7,3.354,8840.1,3160,True,184.0,6.497,2636,Run,21.7,8,1,0
Evening Run,Run,2023-09-01T01:53:58Z,1,83.1,152.0,3.11,8407.2,2831,True,172.0,5.148,2703,Run,4.6,6,0,0
Afternoon Run,Run,2023-08-31T00:47:59Z,1,83.5,137.8,3.274,1974.2,605,True,147.0,4.693,603,Run,3.2,3,0,0
Evening Run,Run,2023-08-30T02:05:05Z,1,83.8,170.7,2.644,835.5,316,True,177.0,3.193,316,Run,0.0,2,0,0
Evening Run,Run,2023-08-30T01:26:01Z,1,87.7,166.3,4.173,4870.2,1953,True,198.0,6.375,1167,Run,0.0,5,0,0
Afternoon Run,Run,2023-08-30T00:09:08Z,2,84.7,154.4,3.035,1660.0,556,True,170.0,3.874,547,Run,2.8,2,0,0
Afternoon Run,Run,2023-08-29T00:15:35Z,7,82.9,170.6,2.969,7194.8,2452,True,189.0,3.71,2423,Run,12.4,4,0,0
Afternoon Run,Run,2023-08-28T00:42:53Z,1,83.1,156.4,3.087,12132.9,5174,True,185.0,5.644,3930,Run,22.9,10,1,0
Afternoon Run,Run,2023-08-27T00:08:32Z,1,84.0,138.1,3.361,252.1,75,True,151.0,3.922,75,Run,0,0,0,0
Afternoon Run,Run,2023-08-26T00:07:50Z,3,82.6,154.0,2.891,12884.8,5472,True,185.0,4.502,4457,Run,14.8,3,0,0
Evening Run,Run,2023-08-25T01:34:58Z,2,82.6,150.6,3.037,9670.1,3528,True,192.0,4.319,3184,Run,15.7,0,0,0
Afternoon Run,Run,2023-08-24T00:30:10Z,1,83.9,164.1,3.048,6641.4,2551,True,179.0,5.216,2179,Run,8.7,0,2,0
Evening Run,Run,2023-08-23T01:31:29Z,1,83.2,175.3,2.804,1710.3,618,True,185.0,3.343,610,Run,0.0,0,0,0
Evening Run,Run,2023-08-23T01:26:07Z,1,93.3,173.0,4.725,420.5,89,True,185.0,6.105,89,Run,0.0,0,0,0
Afternoon Run,Run,2023-08-23T00:41:34Z,1,86.5,185.7,3.804,6873.5,2302,True,206.0,4.681,1807,Run,0.0,0,0,0
Afternoon Run,Run,2023-08-23T00:21:13Z,1,84.5,151.6,2.864,1689.8,786,True,170.0,5.718,590,Run,0.0,0,0,0
Course à pied matinale,Run,2023-08-21T15:35:02Z,1,,,3.356,12894.1,4060,False,,5.558,3842,Run,21.1,11,3,1
Morning Run,Run,2023-08-19T16:05:07Z,1,83.3,149.9,3.022,16103.5,5356,True,171.0,5.889,5329,Run,2.4,5,10,0
Morning Run,Run,2023-08-18T15:06:43Z,2,84.5,154.3,3.084,9675.3,4088,True,169.0,4.201,3137,Run,19.5,5,2,0
Evening Run,Run,2023-08-15T02:31:44Z,1,84.2,157.8,3.251,3468.4,1130,True,175.0,7.432,1067,Run,0.0,2,0,0
Evening Run,Run,2023-08-14T00:42:54Z,1,84.6,155.8,3.204,2838.7,3445,True,186.0,5.563,886,Run,0.0,2,0,0
Evening Run,Run,2023-08-12T00:25:11Z,2,83.5,155.6,3.046,9716.1,3510,True,176.0,5.475,3190,Run,5.1,0,0,0
Evening Run,Run,2023-08-11T00:20:39Z,1,83.1,158.0,2.941,12927.2,4924,True,181.0,5.39,4395,Run,10.5,0,0,0
Evening Run,Run,2023-08-09T01:32:19Z,1,84.0,171.8,2.489,1652.8,667,True,179.0,3.412,664,Run,0.0,3,0,0
Evening Run,Run,2023-08-09T00:44:43Z,1,88.1,183.7,3.987,5060.1,2129,True,198.0,4.999,1269,Run,0.0,3,1,0
Evening Run,Run,2023-08-09T00:19:48Z,1,84.0,156.5,3.193,1976.3,857,True,171.0,4.107,619,Run,0.0,2,0,0
Evening Run,Run,2023-08-07T23:41:18Z,1,83.6,158.4,3.023,8451.6,2861,True,180.0,4.259,2796,Run,3.4,5,5,1
Evening Ride,Ride,2023-08-07T01:27:10Z,1,,141.1,6.595,19145.3,2923,True,158.0,8.711,2903,Ride,6.1,4,0,0
Evening Run,Run,2023-08-05T01:19:06Z,1,83.0,172.8,2.471,1618.4,655,True,195.0,2.928,655,Run,0.0,0,0,0
Evening Run,Run,2023-08-05T00:53:01Z,1,86.3,175.8,3.734,4846.5,1298,True,196.0,4.437,1298,Run,0.0,0,4,3
